msno,payment_method_id,payment_plan_days,plan_list_price,actual_amount_paid,is_auto_renew,transaction_date,membership_expire_date,is_cancel
srYUisAMtpPfIcd/tc3qXdPVKeL0VrIxk06pAxaoHEQ=,39,30,149,149,1,20150630,20150820,0
t6rmjiy5UcIepG69pBpsZNeuSO9wT0N6i1rE/bU3QAU=,41,30,129,129,1,20150731,20150831,0
I+08uytWL3rCEYTUn+Cr5csyUfBZSDShHhbYEBvHe2M=,34,0,0,149,1,20150731,20150831,0
jE7xMK+inDWxQHqo1rn1rI6A96s5fKXn0ZuO+ydv2Gw=,34,0,0,149,1,20150331,20150430,0
NrxeEA8GggilQrzHGrAtTeQT8fL065OxgVA16Mi/8w0=,34,0,0,149,1,20150331,20150430,0
ZdXta8FfH3NdHw9lDax/j0akBYf8hzdzVz07VvVn2/c=,41,30,149,149,1,20150418,20150518,0
qdC/tbhvbaYJCVlPHMnqq0sDmT15WNLhVvxLzQfyr70=,41,30,149,119,1,20150714,20160607,0
ZnYMBvaHL1Db108wgu4PfzygtXFCVbLRH1T8GJ704U0=,38,30,149,149,0,20160729,20160828,0
Izyf+GPZlElHioeAUUOGfh2fTZ7HXp660voQhZyUMTA=,38,30,149,149,0,20160530,20160629,0
blPahi9npmhc4rlreeCzg2I5f3QNsfk5f1Zuk7RmJAk=,41,30,100,100,1,20170207,20170307,0
ZsN4ZPEN0NXe6Z0v6bQRtKeW1fnV40bzjCG9eUoR4lQ=,41,30,99,99,1,20160904,20161004,0
onFBQtYfpW99+7OhwKSNU5TMb8HzcIf03oiQCyYvgMg=,38,30,149,149,0,20160905,20161005,0
WMGC7EPA7LFkRBiU/1aeS2kT4drBhq48fb0Y5GGwU98=,38,30,149,149,0,20170219,20170321,0
Oi3XXs4awpJfk3Fk2D+HTXBFC0Y4r1xM3xpa+U1vBBA=,30,30,129,129,1,20161209,20170108,0
ygHv3N0x1Jf3/kjldEpek5+lXVHOKkGUjIySYbPjc2s=,41,30,149,149,1,20170115,20170207,1
UwKVtLRNCEwPmqzThGGh74vEXqyfh41tUByJtJPXFM4=,38,30,149,149,0,20160716,20160815,0
nP/X3wQf3xDxEbtUyLQCf7xJNvYMb5pRO1f0QRGgFwk=,36,30,180,180,1,20161215,20170114,0
pvOyt9dbfS7d4ZZCfTiCtfIVsuGNamfNChShhJx4KD0=,36,30,180,180,1,20161228,20170127,0
f6ACgGRS11nHwyjkbaAFUOo36SG48iwXMaFh9BXtP7s=,40,30,149,149,1,20160816,20160915,0
1zXC7JXGDPziXgqcHK5a0B5SfaPaESkDT0NRT4td+UI=,40,30,149,149,1,20151113,20151212,0
IXRfgI1Pa46rZg+6xDeDVBw8EI7yEvdwd7A9kQuaqEk=,41,30,149,149,1,20160121,20160222,0
50FKy0PnkIsc4sAQ/fwBsiVKQn8GxVXd+Kh2JinlIps=,40,30,149,149,1,20160418,20160517,0
h8akExKDyOqL0xCf+OfIxdxe0mpCGLJAzD32TwInFpQ=,38,30,149,149,0,20160517,20160616,0
1e7ZkvYv8NFWKKeT1AZn8sgkvzM4AGAcGuN1AoUJCPU=,41,30,149,149,1,20160127,20160228,0
7NoS2NToyh7aRQ+AxSIhBuiabYm65d+Uo24NIGw0YZM=,41,30,149,149,1,20151125,20151226,0
83YdWL1D796aYGuDvQC93KfTayLcjLRp+sRN4tN+XyE=,40,30,149,149,1,20151022,20151121,0
tZjyBxs9dtl07Izqja+akspMHEYIzJCe5mvZKIlQpps=,36,30,150,150,0,20151024,20151123,0
pRCfe+PvlT3kVi9WDlklqftPLsfE4leQsuJP8UJROBs=,37,30,149,149,1,20150922,20151023,0
jq2gm0gqM7GecXSetR5WGdMSOFi+0bPu5sMV9q5dkxI=,41,30,149,149,1,20150621,20150722,0
6+yJ6IST7raZpuHV7rYyNL9FXI7vfJJMb2DbCSGtmi8=,41,30,149,149,1,20150703,20150803,0
aD8MCIG2Bh4yMdbkVS+NQq06ty/dvMaSesJA013RJr8=,41,30,129,129,1,20150103,20150205,0
f6f6DpnwcPybPAFVHb/WeUOUzsHUn2WKMe2Yv8jIUxc=,40,31,149,149,1,20150118,20150217,0
H4at2fji8bpQeYpJHupj1cb+t9W3+dFndnAw20GxaTc=,37,31,149,149,1,20150227,20150327,0
VWK2ZuVXF33hVD6lmDz9FyFpjs/GixuJVb51wqWfq10=,41,30,149,149,1,20161103,20161103,1
kbS8MztM7qkzHA+GGcrkBAuy00utFmTAQuz2b9pwjcw=,37,30,149,149,1,20170105,20170210,0
8vqKfH+yJM+RjNU8TDvD1ipCU7BUWWhUXBalQuoW/wc=,40,30,149,149,1,20161212,20170115,0
28s8aDW/+J7SmSyAnMcQo/F2gWK+ZuGI7MfO0kYkNq4=,41,30,99,99,1,20170123,20170223,0
4OmsRhezKM62AbgPOVBymKHKH5Ee+nLnQk4g/B6oAxY=,41,30,149,149,1,20160720,20160820,0
6QRBVvhh6D1O2lJzzYdh0r6cSB33yeeeqJS8j+eifNU=,27,30,149,149,1,20160714,20160814,0
+MJScUrGpLCmo6BNRlvLHkCIac1jpo1H40VGQDwetxs=,41,30,149,149,1,20161002,20161102,0
udCE6Z8x8jJ7RM755Y4rI/GVsSZ89Mjmb7KIF4d8R74=,37,30,149,149,1,20161003,20161102,0
6qtqOJ36J5JV3Ccja/lVQSB8wc1BajJUT0F6YU5iIAc=,41,30,99,99,1,20160717,20160818,0
3BPemrLZfvEcVQ+ffiEMPMyS72tCQZsr16nPGBgKfbU=,37,30,149,149,1,20151216,20160115,0
OAVOQwPLvDRmWeQFX5FUJsilPSqk219l8GG8qRWP3nU=,41,30,149,149,1,20151113,20151213,0
QaAWq1fI4Ka/e/I7ailHi+TcW2QpEATrqVwpjLIcF+c=,38,30,149,149,0,20160120,20160219,0
pUbluIo5xVpgpyoQkeWM6I7A3the7vTv0YOVDHXvR9o=,16,30,149,149,1,20160524,20160623,0
xCTeRO+NXMWLuF35p2QPaPdk5CH0GLQ1Epbpjh5pAaM=,37,30,149,149,1,20160526,20160625,0
7zJYTcoQyRS7UJPYnTfXcjebIeZ13A+TiIEoZaerun8=,41,30,129,129,1,20151013,20151114,0
sm8nU/FqYkkaQZ+9r3hr6BftSJ7Ji9cFuupxLn+V4SU=,36,30,150,150,0,20160125,20160229,0
qhEpxeRgtllZBBV3z7QZip88s+2N3bPHMSakudH+dZs=,41,30,99,99,1,20160227,20160327,0
3VfQMWSRptK1rZDtVmeiycYffMhScDO8P+BKRD9cHxg=,16,30,149,149,1,20160228,20160327,0
9H2mQq92xKB2b1pYc1ipva4QWX3HvYWk1DoKQfJUXqU=,40,30,149,149,1,20160525,20160624,0
1x5WpqZkLMzvOkaowOyV6LIOTiGT8nlOOCZL9YtK3fA=,40,30,149,149,1,20150708,20150807,0
yFGxUZv4T3e/ABcbAOrCSXIJj4HndwqVnsRXDzo5YmQ=,41,30,149,119,1,20150214,20150314,0
y4mh/3WgX1c84i89VQH/PgRMpzEy9ecfA0OUYgiELt4=,41,30,149,119,1,20150119,20150220,0
DOx579ebJmn1uOcdN9TWlL95pIu76n2c6oJOLViFUEo=,40,30,149,149,1,20161106,20161209,0
CXfLtz2IPnWimOPXYUtBiw5SJLdnyYx7ifXIQC5uPTs=,35,7,0,0,0,20161103,20161110,0
HO1bXUEDMQHWbSm2e2Y9uCz/IHYRGAiK7RtlAWWOCdw=,40,30,149,149,1,20161113,20161213,0
PUwidBlmg7+SFq96DB/yD7GrGNDB/zB1OnkVFIBY204=,41,30,99,99,1,20161118,20161218,0
Bn1hTRlAePisZRoqu70TCIYJq1xOP5TNM2K9QVegUMc=,41,30,149,149,1,20161204,20170105,0
2+pgx2i6s0O2WVaDM9QwP71qvNlpImvLSMqdH8ZYpLo=,38,30,149,149,0,20161205,20170106,0
b+A1MdvbKGKcWKLpDjPAmcjlILLxlRoLk6yopnnoSjw=,41,30,99,99,1,20161216,20170116,0
LhV6w/amgHX69+6Z0BcbeztQLITnN7tUBeypxZkboTs=,41,30,149,149,1,20170111,20170211,0
KktruxJwRfpfBSDRP9h0sH7P1YOUil9LbpI4fnSc6To=,40,30,149,149,1,20170120,20170219,0
pN821LEs/deEDHNt+nfi3pYION6HMCuz/rvZJRkXzc0=,18,30,149,149,1,20160911,20161011,0
u5W1YeQqIha61vvBQ8HMwP5ZUD11CbeWIay34ptjMzM=,41,30,99,99,1,20160810,20160909,0
1Ab9BdyCTCchVR5tKx8lV5pJgRUG3kYRugSRy8vBzt0=,41,30,149,149,1,20151109,20151209,0
tKvVouCN+equWWOQIiKuohRaHBCrYyy0+jdE1ZUzB8k=,37,30,149,149,1,20160807,20160907,0
Wte6XJtkB8pOUI6NYlFOSZsKI9mGjIdqcjxyj4VUZNY=,40,30,149,149,1,20151210,20160110,0
A6Mv2+0q/+5fbKn7CQqRjLPiev3nRdX5hxHDMGy2JJU=,41,30,119,119,1,20151009,20151109,0
lom9MP28aqSnzH8NpoLxFMndgdwKd6nTrXkC/ePeg7Y=,41,30,99,99,1,20160325,20160425,0
tsPclosSM9SZYkdTI5FT0sNrf0K+uCugcGJTsGuo2I4=,38,30,149,149,0,20150911,20151011,0
klHo252FaUtVtDFdO8IJGqC7wghp1eRX7ibgHx0q8eI=,41,30,129,129,1,20150817,20150919,0
TgBI3p/dI4vRjbqpv47+dhs5cGQDTYQCnW2NeUmr1P0=,41,30,149,149,1,20150625,20150725,0
dbKfQcaiOdQgKOak0S7GaZoWIxV86ZMPcM/o8KojO9c=,25,30,150,150,0,20150306,20150405,0
EDXH+sXpudRpE3GQxgsjfLC0LnFeeHLt8s1JBd+XTGQ=,36,30,150,150,0,20150831,20150930,0
vAhxhdfIUWlkV4TkLqCiswpmbkFDVvR/IzJ+YiDaO54=,41,30,149,149,1,20170228,20170331,0
IYW/Nlu1QljZnHh9NCJ3ANoFnlat5NEqqAOAnOsR1BU=,39,30,149,149,1,20161031,20161208,0
GD4/DJTLHAqRgCQ87c+v0XTgN2OK4JeulvnrWfy35e0=,39,30,149,149,1,20161031,20161222,0
/aZt53yy58m11F4G6YiDE765P4lpN9R5YGvWSiPo6V8=,34,30,149,149,1,20170131,20170228,0
5eGi5miClZ8WLCsORxYCtYks36BqMMXhEyNHOfBYTug=,33,30,149,149,1,20160831,20160930,0
0gqdJIhKhszdGYfN3ARLLVng0Wnn2TW6+2pN6qRenFE=,41,30,99,99,1,20161130,20161231,0
6ssF+5TvGKkI75D8yuA+o0guI96Crbz+0X28mVQfPMY=,41,30,149,149,1,20161130,20170201,0
TqZ2DUJBOYubc0efvzrXnKnWuqeND6Nvf0gGJ1EcDFQ=,39,30,149,149,1,20161231,20170217,0
PU4YhSZ9LsU+HEfTY39sAz5/6f/xV8C6h/EhJ+fbUXM=,39,30,149,149,1,20161231,20170214,0
+fobLfu2Q0kmBm0okgxjVDdKHbmzGCYyRctsUKKCKLs=,39,30,149,149,1,20161231,20170207,0
HMAtnx5RGuXybYDYCc3jMaL8qZhXicppGdtejY6wtP8=,39,30,149,149,1,20161231,20170219,0
Eo4qfjHu3569LWJUPTiH/nDp6sJCmwkbuhJLjYq/zk4=,34,30,149,149,1,20160930,20161031,0
yWCNxgGbiv/+9sRcQdSzRaXde1QqstsEpdiPIA20dzQ=,41,30,149,149,1,20160930,20161031,0
S9jwnzUy2jP7viF9/bG3CaR+ZtPgHTm090lAiSJzRN8=,39,30,149,149,1,20160930,20161107,0
76u7dHa/UXRpMioO3vPezn6Ng8nBuBqDuFIL+57WD7s=,33,30,149,149,1,20160731,20160831,0
b/ef0vOKcT4dzZBaxYHWP+I3IgWaIUVsWAVPsPvJnkk=,37,30,149,149,1,20160801,20160831,0
HlB9kakhnzaGfXGDpodHJEF6KEmzhwRnJijVju3VQuU=,41,30,129,129,1,20160131,20160229,0
DUx6d3Bj+AJfZmov/G1CX1vn5GCqUE6QFbvsim4r/Cg=,39,30,149,149,1,20150831,20151013,0
e3pfxFKFwgV+8WeixV/g/jgqimJk05zdcrKFus+b9BI=,39,30,149,149,1,20150831,20151018,0
B/+DQniLFaF4G9GmNDcuS+zimy1pLErk3wYSaLzsrvM=,34,0,0,149,1,20150831,20150930,0
+080VKVdv7U0upH/6b+OMT2hd6Vuz39sxIIlG36E5PM=,31,0,0,149,1,20150831,20150930,0
bfSS2JP7itgjeGXexTm+aufvsz/AfdjHlP3XFesQAoM=,39,30,149,149,1,20150630,20150827,0
QrVGCXIKrTNMoPeB3jYPmv++Ox7i3MvvzD7+MxgzTE4=,34,0,0,149,1,20150630,20150731,0
H/VTljFn6dR1s4monjWZRXI5tenlC3AqreHqbgvfu9o=,33,0,0,149,1,20150630,20150731,0
eetYCl3NvC3wiK3JK7oGkzRm2Vufl6H5LTfHW0acMTA=,34,0,0,149,1,20150731,20150831,0
RIN53uLTCbRNzpm3j0jXE4OQZ9bVSipmcTWs0tQfeKM=,34,0,0,149,1,20150731,20150831,0
KPx3aO7K4un0FTx01j60KoVLB+zpauaC4nJUoo6RZl4=,31,0,0,149,1,20150731,20150831,0
UXsiAvpBiFIu0s1dUSsyPyVl/RudZakEyyaPoLIlmTE=,41,0,0,119,1,20150430,20150531,0
tpazxlekHl14S6r4DxGH6o9C+9WTzEt/9RPkFezYg7Q=,39,0,0,149,1,20150430,20150626,0
F+IASDMmnAk3SbYArx4s9HDU7GzumdwYxzuBmcEJYvo=,39,0,0,149,1,20150430,20150601,0
ufXX/Ta4O6HwQHmxO+1bMCopJd8npofn/xRgef21tKY=,33,0,0,149,1,20150331,20150430,0
1SJZSBb4jOpu8T2Ud4BzIenr0sdOZoUnm7ln+jumDNg=,41,30,129,129,1,20161226,20170126,0
ztHt05VM0xfqWUYrKUGYrQYwrw03tE7kFsGH4dy+dVY=,41,30,99,99,1,20161228,20170128,0
Hx+oyrzTiYUZVZvS5pqPpjPks6F2jKy5E/aByFQIq+A=,41,30,149,149,1,20160104,20160204,0
NZB5d71rgfp+NSXlJc1iGgN+i3AUbRh62oZXiEqNsYY=,41,30,129,129,1,20160813,20160913,0
39I/0seEuWBgyLqPn9WBNFL95a1tganlWe9I8c0Ujnk=,36,30,180,180,0,20160814,20160913,0
M9eUb0tWzZ0irHdQyTuOfhMP6AN5lYW0U5ATCs335eY=,40,30,149,0,1,20151116,20151229,0
+4Wfb4cDl3Jm62O4JeWpAEwryMzgiI37Rrcp0ZM8I98=,41,30,99,99,1,20160609,20160709,0
dwLiJ14U1y5w4vzxIGTpiUddWUQshrB3RzKbcqv/hqc=,41,30,149,149,1,20151221,20160122,0
zjQ/+3nsD/v2Eyk9IUt4R/JrrMmzqMMo16NDFQVegWQ=,36,30,180,180,1,20160512,20160611,0
i+SOcp9E+8LCI+cwAnYV9lTiy3WgUnroeMu487KIZNU=,41,30,129,129,1,20160210,20160310,0
A3zwsOZ11OKIEWFL2hOLeJ48AEB9maOHw4FcAyGtCwk=,40,30,149,149,1,20160219,20160318,0
fPc0oyDYjcEEXlsBMUHxW08/x7LAQnxqP5fkFEBDQFk=,41,30,149,149,1,20160517,20160617,0
tOnpaJlzi25wmrpM5YyRGlIWE5c+6gJvmTG1XpXJdGE=,38,30,149,149,0,20160324,20160423,0
pjxHBSIM8Su7cKs0FNvahjRM+ZTw4aoGvvfKNXauGpI=,37,30,149,149,1,20151024,20151123,0
qS/+owSkAfFz5KX0Wj87NrJ4wkJgH6/+C6XCnI7FUc0=,37,30,149,149,1,20160428,20160527,0
dFjtWvyGXLOC5jSs8dFng//ICcQxS6BVoy9wlWi6C3A=,40,30,149,149,1,20150727,20150826,0
RkPE9vg2PJumKN1rLOozHJUIWfd7iRE6A6iyqcTmxrI=,41,30,149,149,1,20150419,20150520,0
lN4X75ugecMv1olsfrEEWm+DEbmT0eAzYcYzzHy3ndI=,40,0,0,149,1,20150514,20150613,0
MGevtdDqNcjApIfeBo67WY/Yz/VqNElkdkYa41SHszk=,37,31,149,149,1,20150316,20150416,0
YeT/1HyIjr5LwSfFdE7g7NdJfG5vpsO7HegG6zg1WBM=,38,30,149,149,0,20150228,20150330,0
UKvthGnTrdWmZRjAY/AqCa/d9XZ9e4qHgAIZT67/dBc=,41,30,99,99,1,20161019,20161119,0
tSe/Fs0Va0Oh9O+v0y3rQgFGfWdooGI5vJgIeHOktc8=,35,7,0,0,0,20161127,20161204,0
jXA8TxI5ywXIPBs58IaZYIYMeHdAdLv+eX5J5XqN50U=,36,30,180,180,0,20161117,20161217,0
ny1o5CH7vP61IBb4t+k3xlE4Y8tJnR4rEzZELszETQ4=,36,30,180,180,0,20161114,20161214,0
G1myDB8oskYg9vqAhXs/vKFEE8rPGVtvOAe8GEppBpc=,40,30,149,149,1,20170205,20170311,0
PD7sZJgkBEFRn1bu88j+co4s/fAdLkjeJDO0ThOGQ7w=,36,30,180,180,1,20170118,20170217,0
pgpzwpRgAbQZx8JUujcfyiZLdphQbr/2gzs3brDKNEQ=,41,30,99,99,1,20170227,20170327,0
MVbmhKPH1zL4hJUcN0U4JTxAlSsDCg8vFnjQpgV5cKw=,40,30,149,149,1,20160822,20160925,0
SndGc8K82FenVdEVD6wcnaayPiGhyoilUc12BBEC/dI=,40,30,149,149,1,20150612,20150711,0
7ndu3jwlw83PmbSu3CuoTaCo0yZfGoYlMGsJKIDbwhA=,40,30,149,149,1,20160406,20160509,0
P6GOY2Zvf9QLFpD8sAdIMWGEU/oX3Sn6Xs5b+jSFzPw=,41,30,99,99,1,20160708,20160808,0
P0lr9ghz6wPbs1011SYTILk0YjSkkQFHYpt/BrYtkxU=,41,30,99,99,1,20160209,20160310,0
lr+45IQmOe0DPm/728HegxkswZaeBj3B0zAcrt/P1uw=,41,30,99,99,1,20160610,20160710,0
OlNsBfpYgfTVsUQiJ0EaBKqsL5gEFHQAEydMLig+gtk=,41,30,99,99,1,20160320,20160420,0
/V7xpYZ10UYKtVywJnxmuCzPLp4N1JnhBNx4pCq9YVM=,38,30,149,149,0,20150826,20150925,0
PRlf4h1nMuVmkzy1gVUgXtmpfRSvsj0sWvRwXTmCc48=,40,30,149,149,1,20150616,20150715,0
QQEIJj1HKMN2xDgIbKqLCqXBryF76/yFBbaJRcgpyOc=,41,30,129,129,1,20150826,20150926,0
lxry1Yht7l43qnDlmQ7/xBHrqp+PUmWaL62PdIe12ow=,36,30,180,180,0,20160429,20160628,0
hZavQDTKf1iHbI5ZY9cVizXdYMNBWPDrgdpJORIcVqQ=,41,30,149,119,1,20150930,20160702,0
oRAWa5+h9j6x+Lt6SFIwo/Uyf6vI96XrCaflK2KTRJU=,39,30,149,149,1,20150930,20151125,0
PzMmvHjSrys8wJsJZYDbnEwNWIHrD7UCmlYVX2Xzpzo=,39,30,149,149,1,20150930,20151126,0
Ah+a3E7Q8hZpyLK0PNM7bFQjym4Mjwxk2jRos+vSFoA=,39,30,149,149,1,20150930,20151117,0
odXGMwkO7ouxEScK2XisRht4HKz3KX3bOcVZSwg+s78=,34,0,0,149,1,20150930,20151031,0
T/BOak2IHQQH2U3ajY1Eqdo3j33ZHcfeEWSy42ZwbVE=,40,30,149,149,1,20151201,20160101,0
djXaSY8YzxcrF8HNZbabXX/MC4hvuFwYro1r60/Nxxw=,39,31,149,149,1,20150228,20150413,0
Usk6ooqYa/+K1C9ScTx89BSaEoacXIPaY51sDXi+Csk=,27,31,149,149,1,20150301,20150331,0
BK966gysrNPMshyow7PwYnXIC0oredyJ9gUbdrNIjj4=,41,30,129,129,1,20151031,20151201,0
8G3xh/CXChR70OUiepGVT+aIzlKUf1OZmJ4faukX00w=,34,30,149,149,1,20160630,20160731,0
+sqC4iU7WfzG4DDexKowJS0r8EEpxK/rMWjcJF0CjSU=,34,30,149,149,1,20160229,20160331,0
9xXBMQIvrtc+7OkmORAC841eYM4NPzmU2iZwqwCO7IA=,33,30,149,149,1,20160229,20160428,0
jaDdqTLoakcD4oq3BWiSQycHmG2liUXGRRn7B1M+1EA=,34,30,149,149,1,20160331,20160430,0
r1FJqCSq1cSx7wB35wHytrWb0MIqCpraXBvz2kPiEIY=,34,30,149,149,1,20160430,20160531,0
HaTNuRvX44JOTXKNikOfMdjk4k0VGHV0XNtOowUfqZw=,33,30,149,149,1,20160430,20160531,0
3k82I84YzBkrdI0/Pu2R7vBxFP7gre7ZljHXWhcwA5Y=,34,30,149,149,1,20151231,20160131,0
d8tgAWST8etdzEK2MHP66mIsAtAn2KiyzBtWz57xV/c=,39,30,149,149,1,20150531,20150710,0
y6zjTSc/TUoIL8ZH/vfgyEVnAdQemdXc9SQxqmD2E2E=,41,30,100,100,1,20170218,20170317,0
QiKTe6l6xkkWj9oj3CXDTqU4igwB3dIA23qGXS0g98U=,41,30,99,99,1,20170215,20170315,0
ve3NsktH9MHDIXzQCH/X9Ccftf0okuS7PIeJnQoInRk=,38,30,149,149,0,20170210,20170312,0
JsCTbOaKOFrWIVualANXIRzHwanQQ3ACuiqzR1AsxE8=,41,30,149,149,1,20160701,20160801,0
FLBddEk+wefrS2Ps/z4hYUtna+0dIG+1YVgLSNsr/dw=,41,30,99,99,1,20160710,20160810,0
WQ6GNffFxWQhLVBI6wddw2ivg2iqxwCRSba/GbHcGUw=,40,30,149,149,1,20161008,20161107,0
E7ML6oJoH+1BjLo2By2jXZWeSmWHpuh1ek/pHnjpDvE=,41,30,99,99,1,20160919,20161019,0
A3FlwTu5XFTwqjaLIFslSgS9xhmUfhyfEL6UhdE3iQo=,41,30,99,99,1,20160808,20160908,0
ThIo1mEAg827faoFx+jhD2hz2Y+tpNa2J69bI1xju+k=,41,30,99,99,1,20160623,20160723,0
sf6fRT3xsesSjZsRr8ZsB28fjXzleVKcwD02YH4bh5Q=,36,30,180,180,1,20160619,20160718,0
6n+/dcrCCWFUb34eIBB+Bwma8hXeMjFzSQeiJ3vG72o=,41,30,149,149,1,20160201,20160301,0
pxeGVGlM/ZGqNh6vGLHhA/ENSbX2w16HdgjRY3flE8M=,37,30,149,149,1,20160623,20160622,1
Mndln29FD1c5meQWaYf9/55eWq8NOLpU+xxmCxRssaw=,41,30,99,99,1,20160520,20160620,0
CtZmOE3RaFEau0zpEKmcyGS1nDOVstfSvs3v1zlgY6Y=,41,30,149,149,1,20150824,20150824,1
H1pMUZERei6rpruKayMsxHgbF52N588a3ExctTDE6hM=,41,30,149,149,1,20150815,20150915,0
/C412Vi1in9Zj6qDf8hOxXOvWWUbWtAYFc5IWnZ5K2M=,41,30,149,149,1,20150620,20150720,0
24jiVT/NknlefvoCps1fKqEUW2Ye17zl+tA6iX7UKy8=,37,30,149,149,1,20150519,20150619,0
pGITwc8GbQEWU0+72XeQllwuDuyu9tjkG3rjF1mmT+Y=,41,30,149,119,1,20150216,20150317,0
kV2UEPlHXS5Dn12IqBkvOylPBg1IZ30Mr3Hh9rVhzHc=,38,30,149,149,0,20150127,20150226,0
/3hbSTLNUV3Qs79d2xYyJv3RpkSMPqHv8RSBOfTzUqk=,40,31,149,149,1,20150221,20150323,0
7nMk5shzM6VqAeo9M0LB6TyDr5xDaWhEGoQt8rvJTjg=,36,30,180,180,1,20170217,20170316,0
w7WeVpFkW0LS4NybjFXAldiGkecB6+9K1CpzRhsBayg=,41,30,99,99,1,20170105,20170205,0
hxVWeSFQenHXcOv6KWm2IP1wlWwp7dKghL8HTPbmP4E=,36,30,180,180,1,20170210,20170309,0
17UUnztZTmgkctgaq97uhi7ou8jn0N/GQ8FO/FLLQbI=,41,30,149,149,1,20160720,20160820,0
rLQMS5F0Xt9EWDwxXX9llbSB+CF31rH5z6JLP7u7imM=,41,30,149,149,1,20160820,20160920,0
rkbOYTm12ivDOyIlyqDR1z+3M1gtek65TjcL5SK9c5Q=,36,30,180,180,0,20160718,20160817,0
9Dq4oKJkUDB6hgz9XLF0YomuedxkulJlGwly2T/V7aU=,37,30,149,149,1,20160804,20160904,0
WYZS/FVF0mCjgve/cYolRQxW9qed3Qd7F6Xlx68yLmc=,41,30,129,129,1,20160703,20160804,0
3HH6xVZ6+R+JByfwoPjAlGvUUcaQDcyKDa4Zqy/zzDE=,40,30,149,149,1,20160207,20160306,0
/F/yCwCculS4QGwz1wJCWaaC6fx4DzQ+gX49eBnwdF4=,41,30,129,129,1,20160802,20160903,0
s3JvtQOLaXfw1VhmjsJ4jTXg10nSpOcHD3zz1bEYUNU=,41,30,149,149,1,20160119,20160219,0
lFdumctTSWFSXa4gjbo40aSQyDgULUhHAMtE618/3VQ=,41,30,149,149,1,20160522,20160522,1
8SJcK24BCTkxlbr27U0as4LJX9ZfjiVmEsxKdDokZDA=,41,30,149,149,1,20160117,20160217,0
6rWyWzg/34ZibowNC3evnX/7J9ID57hsj9RFyOM2FHo=,28,30,150,150,0,20160126,20160225,0
H7dsrzm0NY6y/eMKd4jogh+OJcAgD9o3ka5t89HkESY=,41,30,129,129,1,20160525,20160626,0
YodVq1cwwMJubELOREcSUMPFJhLc9eaVPH8JUn793Ic=,41,30,149,149,1,20151124,20151225,0
X8RTHPRaMgjPd/LHoCp7iFm5BQL54qcooS70hh9dEcM=,40,0,0,149,1,20150511,20150618,0
O9q2nfaVLnl2aRWstKH2dDJLjvJTPrwUI6bYS9Bf6BQ=,41,30,149,149,1,20150707,20150807,0
32NkGM+6gvLp2IDR9pnqxZcvN9aojEORqAzQbfFVuts=,41,30,149,149,1,20150702,20150802,0
tygaQR4wZyYhVxtp7UdB8GbLeYnpfbYJiJEPBnSNvSc=,41,30,129,129,1,20150209,20150310,0
TLdWjKTwzRiOePkW14U2aKhyk+aIvhWbiIfG5jDsmBU=,41,30,149,119,1,20150114,20150214,0
9BSvD57aSW06JNDV+CmJM5FbEXm/296FebqLcI2Us1k=,38,30,149,149,0,20150329,20150428,0
rQuxR2omCvE1HQNtf9wVxDbk6LaMZw/X/OeSGmQu/KM=,41,30,99,99,1,20170228,20170331,0
F47kzR7+WDONpm3i41TsPz9zB0/7/ILfy6sxRjr++lA=,34,30,149,149,1,20161031,20161130,0
KNUKgxYVFUvAwdITmZ9zuF+7c+9bIgJPJ0ImyV0Teis=,41,30,99,99,1,20161031,20161130,0
uSqrz0qokSWKsTF8i9HQBZS5A/OCPEjIYoAh4WZCEt4=,39,30,149,149,1,20161031,20161220,0
i3hmrzVy9yg2Zoyhv8TYnb8Aim4YZZeqkkrWGaESBLc=,34,30,149,149,1,20170131,20170228,0
pRhgLj1rQOVdR9sektX5ata2GNLOL13MyBT/WsB4iQ8=,34,30,149,149,1,20170131,20170228,0
pMUb4CFWas6I1NxM+KR1GrtP/l4uT8uk46F6Como2J4=,39,30,149,149,1,20170131,20170301,0
k+XQ0gWTahAoDuUsxN6uPamwTzc/8/w5GXYxsURvCDs=,39,30,149,149,1,20160831,20161025,0
Xa+xXDuzUHpm+MbmD67BA5BShC0IvNvNqrmCGZetKRs=,33,30,149,149,1,20161130,20161231,0
oUujnJkWzbudtnwPisXERvaWOyDeCb/8VdEBqq9TFtg=,39,30,149,149,1,20161130,20170124,0
kI7K5bWYE3w/4m4zmvQqhOiD4rmbFscm+DB9VXOpdec=,31,30,149,149,1,20161231,20170131,0
YXEUpbZAVtQoDmTFFC+wqPYsssDbw4zCCndRAIF5DvM=,34,30,149,149,1,20160930,20161031,0
vrgiNaIn/dg+XMC+fJkn8XS7U9m1/FQinUEDqlqZ4FQ=,40,30,149,149,1,20161001,20161106,0
VSHBoZoWEeFXqIgBGwncKdzDjbManOBMHtv1ei9z3K0=,39,30,149,149,1,20160731,20160919,0
h0TMr14ufs7SkFolhXGmL109JomylsvaRtC32BrEr4M=,34,30,149,149,1,20160131,20160229,0
7cVjIyHZLnf6rAMsOb3wvsLxZOtKpy2dd9WbCrP8JyM=,39,30,149,149,1,20160131,20160320,0
3WaUaOGlq40k9tcZbPYFtSpaFMAB0lJsHorzfgwkQOo=,39,30,149,149,1,20160131,20160304,0
