msno,date,num_25,num_50,num_75,num_985,num_100,num_unq,total_secs
cORQbuAMnRqgf7Q+svotzl2d1ZuWjwt1C0p91A0pNMU=,20170329,4,1,0,0,22,27,5441.111
6TiVWImlNDNnbYXifCrId3bNv2eTLHIH3nSGTgK1r/M=,20170330,80,11,1,1,20,112,7144.042
jIfUpSbIWfqPuuXfTPvBmw8sFvwmdH/JxXu6ovqfRwY=,20170304,4,1,1,0,5,6,1495.25
GW0I6GEu9UC+QbKJj7BTbaRbJ187aXvRYlTnmq3+768=,20170327,6,3,2,7,23,37,8005.899
yOVMV3l+X0D2NzkqLyRNQK8YMLw8dnqvAz3wDv8mI5M=,20170313,41,6,7,9,62,55,17702.859
vrmknSvK7S0ZM0P31ptLLTe9XGZ2U84DLBVKvdbdvSI=,20170301,20,9,1,0,5,29,2176.402
P770QLuhJqrh0B2YGuFG+owhsE1Igc7q8+KWeW3/4Ss=,20170316,16,4,6,6,69,30,20060.526
GseDpyO5aXmPiT645piDtTElnver6lbhZMemj2hPs2c=,20170308,0,0,0,0,66,66,19153.575
e9T2j8MxkqoZ9eI77LxqDonLDxtahhasCc5V4cVXlOw=,20170308,1,1,0,3,7,10,2385.567
eefKocH0+5ZdmPHnMiplNgYcoBPKRpS/Bbh22mTi6z0=,20170319,18,3,3,10,53,81,14749.634
fE9kFIWj0xCBveJdDG/Wrd+dOPDCdLBwpJouMbkzSyo=,20170311,7,2,0,4,16,20,5606.643
Xto+nPQ8q7UlYnS6ZqUqI1v0nvKwy7bDAerVj+6m0pA=,20170312,4,1,6,2,74,35,19073.044
6bjK36YPh5Rc9OxNVBfyruxT7ADv1wqj14oUHD8fFKc=,20170324,28,5,1,8,49,31,15007.145
HBlBIYHfJS+mfAcl81PKXLwLBVDk5huBFwdrOlRaaLY=,20170310,0,0,1,0,6,7,1823.495
/hv/AQlDdJcfBgqo1rQ4b37+vVHEAdUBsOsHTipBZFI=,20170330,1,0,2,0,26,28,7135.664
Su0dAXQ4v7jjreLgCAsjdla8RH6S5l5IzFRcK/1FGOY=,20170330,3,1,0,1,17,20,4974.564
RdDM5PNuxusx0GBcmIkZHUf94ZceniPfteqQD+A+l2s=,20170316,6,0,4,2,74,38,17621.476
vyzz6Z0cAroVTBDfa+8FaliOAzy0PpEl2t+Kij31+FU=,20170303,3,2,2,0,97,76,25409.522
JbIv/P5pe3UqVvIYicGdtSCbWZLstDqo8P78hsLkuDg=,20170306,2,0,1,2,30,32,7746.751
Ru6hF4NLVajJ5FivoB0md93dDBUmWfNtjx+XWyuJ68w=,20170325,46,4,3,4,1,49,2111.291
ifUgfX8hppqyNHpotvEaVjJi4t2eScTIXAR7ehuVck4=,20170322,6,2,3,5,29,40,8626.715
zKrDgsBg4dhrw50ocutLA30HeQJ40TqPdRqkBnruuTM=,20170308,9,0,2,1,38,33,9357.221
pH/ZF7FUTN8BwTbuWxZ4+cAOFBvpD2Ywwlw+1Mm6ads=,20170313,13,1,1,1,16,31,4636.933
IiZXWKv+vEr2bx3qlrCKxr718PQ9BCEdTkGqn+6OLNs=,20170314,39,7,6,7,54,102,16793.081
CgjR024brhXEbJZw7I5b+LJa9UdT37BNvf0IAZcfpiM=,20170314,16,3,1,2,35,39,8109.392
TyjqlBZ+CNQpqUnltaOkl0czqAlcuOe3svln298pkDc=,20170309,0,0,0,1,16,17,3990.713
qMuIbk7GijDQWoZKyn7Kp47xYEWBAWaexf2Hb7QlhoM=,20170327,0,0,0,1,38,38,8949.922
vXI+nwdbGJONGblNKZE0lzj+HW6azC7xerb+jYl2gEA=,20170307,0,0,0,0,3,3,825
ynQSNUCclNQGq6x95c8yKtro9TGhE/du/Attd+PqJfs=,20170307,6,5,2,2,8,17,3440.947
alf3vplCYqL0nFgxGJBSdjEsrixkowLc0EYuiERYg1U=,20170308,0,0,0,0,3,3,933.581
ovFm/T6gDfLMmQqKD2zTyaUFALNooYeCoTQa6ba6IL8=,20170301,1,0,0,0,109,110,26130.292
hDpuSeXcELGPW+g6D6fUgm21rehRGpdasciCyTTx8OM=,20170330,0,0,0,1,9,9,2402.331
ZsU0cmpGuM91wETfwWyp22B10vkej952eUMkLIjf5rQ=,20170310,3,5,1,3,37,37,10826.485
JChGbtBqljlPclhUzuusVQfGXufOiPp9a/rp8/+zYCQ=,20170311,2,1,0,1,30,30,6929.808
nycv/Od+h9gMlf9WnruXQ8Hg8rcprJZGe8qGcgI8Tms=,20170319,1,1,2,1,110,29,28893.923
rXGqM6RGGkBpHv0621sx95D4jQlztLGtAv6fIpEK0yY=,20170304,16,8,1,2,21,39,6734.84
c3marrvtvmNrevhXCMk9FQ7OvwICuWQZvhG6dfpm3r4=,20170314,1,1,0,0,23,15,5543.475
PUfj16PXtE1T8qCKxzHyHXIFKl18prFNB++dL6kxv80=,20170302,19,6,6,0,31,48,9884.566
cei93w6F44WSk7F8e1b+GdLBA1HW0St6a9x3UPrQmh4=,20170327,0,0,0,0,77,77,17154.64
dRSdtckECxcrZAXpxM/FQxZMOGCsy4iGxoifVXwwmYE=,20170314,11,7,2,1,13,32,3992.955
gDBsXAf5iAZnNu6hHHu1OPoh6AslxIc25lMInx6Wzfc=,20170319,1,0,0,2,5,8,1982.854
aKUhkE3y02AMQBTHS2VNxPwrVsFsiamQD5H2dqjapC8=,20170303,11,1,6,6,60,32,14824.751
iyXkf1mns9OJPoQFFchJl9Vkxucewg4t/iu97R8TtUY=,20170302,1,1,0,1,11,14,3020.579
NzmlmpBDHcO1YK5WHS+Le3cPOPub+lTjKQRdVaQL6Cw=,20170331,0,3,0,0,3,6,1083.479
bLWiWOJ/VeZ7H5oH1NJRG1OZ5WedEQYbw4itP/GcuYY=,20170324,4,2,2,1,6,10,2057.398
pg9ZPNLkG4MJtKmi1c6oISIEIzgnyoAUJ0MZfkowuHk=,20170321,4,2,0,0,2,8,875.791
7yAEckLPJSZaByLERKEPfpVQ+08qbKDzf0yXYDFXybs=,20170304,9,4,1,3,47,53,12486.456
rntpd+pruk8FROqbsw74ChAWW0fLpL23jq2v7E2FjFg=,20170302,12,1,0,3,8,22,3194.184
6UHVp4oYyvrXWty1NdN+rfnXUsWYJ4m86Pz3UMbUkHs=,20170302,0,1,1,0,12,10,2935.976
pUL24Udt13XjHzHWwOUMWoxkQn8kbEMGLzLeyoC+m0Q=,20170309,2,0,1,0,3,4,963.429
VDWRcfGUNa8ja86La443JHg2koy4vW9/kP7/Z/D/j7k=,20170317,8,0,0,0,22,30,5182.252
IhvgqRGKsMXLdaVPL3UJEGvGPHG1xtKqE9SqpRVBSF4=,20170326,2,1,1,0,65,33,17778.052
xTURIm3S1kOwEfVS6YfD6v4dL9VVjUKQajq5hDRKXdY=,20170324,5,3,0,3,10,21,3731.62
5/d3p4gykS+PW/9IgApBoKhzb7cy618YpAH2gwfyn08=,20170311,8,1,0,1,14,17,3868.554
lDuRgWUHGAOoIBjBWJidwfBy1ENjIeFunRQN6OFLACs=,20170303,19,1,3,1,15,36,4821.879
bU77BrgrjWBH+QThgSLd0skjHn71kUcF6kK/Yen7Q8Q=,20170319,7,0,3,2,3,12,1665.677
Nufyenbzem2U9XXwOYrtJjVW5uCJ5RktkESSJ7Gaxeg=,20170320,1,0,1,2,37,26,9339.49
h/BubfG/yTXHXfZZ9lLvkKadP8kc9XMe3F+/GTe8bjE=,20170301,0,0,0,0,22,20,5438.051
JHe0Oicd2Q2C9HStCBEw5q2WTKgHNOINcMi1wvEB6O0=,20170326,1,0,0,0,83,64,21228.524
MvwHAvGU+WW81VwrwN9yO9M79UW/csc7iVToBO8bmZk=,20170328,2,0,0,0,44,46,9677.007
znxgpSepqab807/da6WRZ9U3rfeLE+d2vdEEp39mze0=,20170309,0,0,0,0,125,42,30147.92
d1W7qJwLpqcCM7AnCjg+OOVAWmM7dcXBJP3aZAZCa8I=,20170325,8,3,6,2,38,31,9353.448
BWjecZPn5GVP/jSQjCTl9PMA8ZPLgkWXBIAX3ulLjWI=,20170320,16,1,1,0,6,24,1800.387
rOC9XsjFzyQunAF1ic3jDaQS39ev8PrGiv0LiIjXZ48=,20170315,0,0,0,0,44,20,9922.926
FA7TjJgZ7e+iY2YbTucQBHgziCWYmLv3pNl5JGgXUQU=,20170308,27,0,0,0,23,48,5795.453
UBnBHBiJUEtrm8pxoiLoanDHtejs07PL2XOLz124kRc=,20170305,2,0,1,0,30,18,8349.764
i+DjNClgsjqLUUTMBeGIVS8tZMPPlnu5wh3oPp4P/LQ=,20170311,5,0,0,1,5,8,1694.467
nenAZzjWYka72cQDBola0cR1+UPHlOACmluLRX3yHJU=,20170301,0,0,0,0,15,15,3626.176
eGGP3R9hPDLxhZRBl2Ijsoag0ic+e2SgMhC6R8DswHc=,20170331,5,1,1,0,9,15,2047.317
Z4zVzCNCGRRtirV/d4ndve7Z5eaVWmfSmoC0SXoaAM0=,20170317,28,5,5,5,38,55,11564.484
BYVAx81MuFd5AMe6O9BTh3o25GcBEMbYgQkmqyVGmuM=,20170328,7,0,0,0,26,28,6828.107
bqNptuqqW8SDE31CIIyJrIQ4ae/mCnXOOy3G5krWmY0=,20170316,0,0,0,0,3,3,684
90Nj6akuT9y59w46UyNf0OhL8mOTL/AzPRelCh3TaYU=,20170312,6,0,2,0,12,19,3154.256
9PMyQo9o4aO4frBuKPy1NpIq1SCGRBobZBuNqnIK12U=,20170301,16,0,4,0,25,16,6062.5
Oj7qKsdPAtEFkGtgQnZn3RoluaOOjwyGWaYHGc5tpS8=,20170312,13,9,6,3,5,34,3706.58
oC46ToMyzBpKLGmp8YsCgnbBS2LjHOlXpHXigUjszWg=,20170321,13,2,4,2,29,33,8894.578
SajZlYF3QDrubxFWYdKqVD9W5shDM+Oku3/gP0Rt/kg=,20170324,0,1,1,0,67,49,15940.361
sHzwRPHR1YAzu8buWZAXy52po0XmG4o5zlONrSqwuAI=,20170325,0,1,1,0,20,22,4637.76
rTKooTfVQ979yr9TUxpq15wrixFd55GW3mFEr9phAzU=,20170307,0,0,0,0,64,31,18590.43
ZJUNKhz0By0beVE5HKa2P8awjqQiydb+LwXsh9LK6hU=,20170304,4,1,2,1,13,18,4013.325
X6Lr56Y31SdvvOiwXmEO97L8B4ks69XEHzBTX6E72Os=,20170316,2,1,0,0,9,12,2455.658
sv/5U3AD0rr6griqpnsODrsX4JpGTRG83RMTSYJ+N8o=,20170308,4,2,0,0,27,17,6333.138
DAYiQsHebqrPaRq/Qe3eb57d52S790MsnhBH1kfcIL8=,20170306,4,3,0,0,10,13,3308.677
os9jh0nEPIBefZaRyn2mjiHixSMib7E8f098O79/sjs=,20170316,1,0,0,1,16,11,3567.954
w9JIm2HaysG6u+xt4HAOqFNPBJOC6eL6a7+OogJhfEM=,20170327,1,0,2,0,14,16,4204.232
M0qTCrx15hTm7PzqWibCdd91fFrlZ24wjjVFPupMn/w=,20170301,9,0,0,1,37,35,9650.012
5IvLXcBt/VIjSgYXRGKVIcLH+outuSn6+gOnkCV3bpc=,20170330,1,0,0,0,9,9,2620.182
whNRn8pnScmqMnPKhjY3Uer1bAqlLLHz/+2rLy2r7gU=,20170303,0,0,0,0,15,15,3916.849
jexCF5t4+zSlJvlRctDj8i5fPeMni3ImuxdINiCffV0=,20170305,0,0,0,1,14,14,4119.641
WawT3QRfr9u2b+ryvEq+QWd4gVOzPhjVTBJCpHNWvC0=,20170329,1,0,0,0,23,23,5760.832
c8Zp9dUQNwN7IEcOtfAbFJtQyuNG1JSFsRJXmtVhyJI=,20170316,7,0,1,1,8,17,2093.905
1T4F7I0sldBEdMs+mRuxDQ2NQ1VphZn+Yob7Jy8/nKc=,20170313,7,2,2,1,46,51,12020.091
Krn7KYaepr9WDeY2mBYuQlvwb+aBDoWqPg2IQHZXvl4=,20170312,1,1,1,0,22,25,5703.364
8Aa4HhDFCz4uY8AjACqg0GJSfYt7m3Yw9AiCUZxG+xk=,20170322,0,0,0,0,16,16,3740.198
puo9oWGgShA5fkeUMEtWTT49qpUvdjk5zM2YzssEE50=,20170327,8,1,0,1,12,11,3487.581
ov81W6V8QvItswZwrN1KrSQ62vEQ0Yjw4bucAq/6Qmg=,20170308,0,0,0,0,24,24,6080.152
fCY2TZ4bfFt/upW583OroB4koa+MUw+e9BPVEym1FDo=,20170326,11,2,1,2,35,45,7961.543
6T5MG9JnoB0tIxJ865Q5ia4E7FLNRJhkA+bFSQq5/Jg=,20170325,7,6,0,1,10,24,3320.46
L6iSHJmv+IZGAM/SsUlvMsciDXyKq/xAZoMhVgTy+t8=,20170315,1,2,0,0,18,19,4632.35
VpiAQKWoU+2KKOQ+XSMzjHmIGoVOTNSErFfcFzjACtc=,20170330,9,1,0,0,6,15,1501.763
exk++3hr8rwqDCt86iPvO2mkjXtpXsHJOfMtm9WdjPw=,20170315,11,1,0,0,47,20,11288.538
DjfH8d12sVhAQGEqOuCdSZeWDylkrGZvC4acibDz0EM=,20170311,0,0,0,0,4,4,1012.016
k9gJMWhGcZgzGxVJA/PqFQgF5JR2W6LOGDE+9TA9aBU=,20170307,15,2,1,0,11,26,3277.615
uidQGwHbmpYMvs5Wk/6xLONn3wofbB5asbEQ51p4/Eo=,20170327,3,1,2,2,26,20,6695.827
91/Z7Rm+8fyhooCY6ROsxKj2ZjP2oVRg58mf5TEPyDE=,20170312,8,2,2,0,12,21,3705.575
nmz0n/6L6P/57c5E1Tf4wtwKLybNr4OBuEqA7hNeU5Q=,20170326,27,0,2,0,55,25,9303.967
AWkh8A0hG7yZbUVG3e+gqsKh0Y9vDpUIiJ2eRUcmCic=,20170324,1,0,0,1,35,36,9092.419
A92lJtpJAoso34hrLEcc7iinZ+8XQt6JTCAP7gxVesU=,20170321,0,0,0,1,2,3,803.293
7YwwWW0cupMk0hVRq5qJu3n+4Poynb5edqhNYMF1iRU=,20170320,3,1,0,1,3,8,1135.541
soYa8bEfI1EDFu4mEu1gmzYuhDyDM6Jzg3xcngTWBgg=,20170321,11,0,1,0,36,45,9133.351
J38RdertybUYPqceLbaP6rSLmxjbfeSC2tQlM0DFh9Y=,20170309,0,0,0,0,10,10,2061
5AQWp64jF+aFyyfWczYbpIvgY/F9+hEPozAai8YTW90=,20170308,4,0,0,0,1,3,330.332
e2msMBX7UryFNch1JFiDwa/w9ujJA1VZN54knzDmIOY=,20170325,4,1,0,0,85,25,21500.255
XYb5CmRhLEdLFrFkPvFfzCEAc2mgXdbsgD3Dt8d42Z0=,20170318,0,0,0,1,15,16,2893.125
qOJBUleE5UxsmVd/KvqW4Qes3D2IkVsGA5dOcwVJKk8=,20170304,4,1,1,3,40,31,10557.354
Pc0AxjA+Zd6MXqF1P5gobT5huuATKFiMHVLAV0BczxI=,20170312,1,3,0,0,23,22,5388.935
+m5r54hAeiQvrpr7YWHXWb9qz7QMD1f7DRTWGFJHKUk=,20170328,0,0,0,2,14,13,3641.446
0ytPavmLjHdQp64V0iDpxPF9cvc9vQxKD3US4mbh0iE=,20170312,4,0,4,2,18,16,6616.639
fzi0LaSImrJ4Na1VUKOPnBUVo2qk3EZ//bKK/n5J80I=,20170319,0,0,0,0,11,11,2751.321
c3MgLKjZuW3A2qbjr0FUEkipMNeILjy8zG/2/TwaM/s=,20170324,3,0,1,0,20,20,4948.209
iNDAs+IswokpR69lcTWOj3CGynNm12/0lh2KB+KPBlM=,20170329,0,0,0,1,5,6,1727.218
w907UfW3epfJcaBZy0Jslry1JWfWdxZnZ3u+6xwzkZI=,20170331,0,0,0,0,20,20,4604
JxDsXKJYG4Wm1GPXrX1SEpIjOp4dtEPxKNzZV6kVCKo=,20170304,7,4,2,3,11,21,4350.717
V1JDDeqXy1UmIGCn7co2iKtnNaZKWj5qaYL9Ri9qCQI=,20170305,0,0,2,0,10,12,3207.513
TbY4zFNPfqFSih0YEH46OIZ+W7JCpNV/p8yaf4X3syY=,20170311,13,0,1,0,9,23,2219.389
YpmC9OhBQxlvZbd7QYIxiGVSrjVsCF3HeGLeNDQ/OD8=,20170304,21,1,2,0,15,35,4105.843
Q/Rl0dP17XP0vlPeP3uahXZZG9zZXDq4sg2Q0p1YmFU=,20170317,2,3,0,0,3,8,878.643
BXkZ+jmLiAs2F9nboNzuxrgQUV8Kn1TjDpbdYPikyzU=,20170327,0,0,1,1,33,19,7846.531
RTd+ZagCipBgOb0FvEqlP96uvzKcGj5//iPvG+jtzAg=,20170307,0,1,1,0,23,21,6206.187
KO2fLVdB13+1XZ8Y8ReKOpDkXieWtECJwZgelRmko6U=,20170306,2,0,0,0,16,16,3521.792
SmtT1HFBdwNlviVoleShn2FpnezZ+0AI5tY+oqpgS/g=,20170302,1,0,0,0,46,16,10742.907
o/JiK991zGFPWZUpffnWADsNFopLfdSG0rwFsUBkUpk=,20170301,1,0,0,1,17,16,4669.04
WF+X2tot4E6QtVJV8LpuiXV5y/ZJH5LU/Xxybg2dqGU=,20170331,10,4,0,0,36,33,8746.584
+Mc35FiBl8TlIurbmYAZB6/28HNavldROTlyG2NgbVw=,20170328,3,2,1,0,14,20,3505.299
OwFHpNGZBlwdeMTScK4Pw6CtxQPjkYSiT4LcdUds81Q=,20170320,0,0,0,0,21,21,3478.893
sU8sMZPjR83x81jjMcfSVNIHrJlh1Q5rJ6FJUZCp5hg=,20170324,14,5,2,1,2,13,1627.514
Y0Bq0vieQ/BLdevFzAMwmFfusD4Jmu3o0Uxeths7Dt8=,20170321,6,0,1,1,26,20,7364.957
7+dM6jUGJX3j3NlFh6DREoP15W8QSm7/dE4ZjX2M2lY=,20170320,1,2,1,2,13,7,4279.185
o2bo+BX1Jq4Nw7O7+S50Vv/mn/TL3hvKEGJPjfD/45o=,20170330,2,0,0,2,8,4,2521.181
Arl/khUfSpjlvz3DjSQyGn2ULclAvlzB1G1OZrRbvKU=,20170302,24,2,2,1,8,33,2573.926
C4IMuC7Zd7jMI+kjyiB6RGCnZuPmGh1fvs+S3a2oPSM=,20170328,1,0,0,0,6,5,1322.676
Jz4VKXLQQnEWR/d/KZtlSWNvu7uO9r1Ds7L90p+2foQ=,20170308,4,0,0,2,6,10,1723.737
J2laEYLVtl/ePWBZzfjkAcmpH5OHrdMKZNrVwpBJMmU=,20170304,2,0,1,1,28,31,7328.14
cYWMXq9q4B6B/60Kw1ME+efkdnApQ6b3dsKQx9yeeAc=,20170324,2,0,0,0,12,14,3397.841
qf3x41l7sw58S9isx+MoV/Sueo1FWzyHI98Qz0ImjUY=,20170313,1,0,0,0,5,6,1371.56
XzP569V6VzsQp/K7vD68hATOfDzFtYa8jpdHcIKXttA=,20170307,0,0,0,0,4,4,1116.355
MakmogFHuODYt54F/FUaEDCxLvvIpJjXQzNJoY4ERUQ=,20170317,12,5,1,1,31,45,8209.165
kk6aGIXlFPJDYVFNPpO9TynisJPIy1s5nkU7tS1aU0U=,20170326,1,0,0,1,6,5,1730.599
so2okjL87HNcYHgt+BFJ5pf64YYPyD+f6ljOGTpGWLA=,20170314,2,0,0,0,9,9,2117.252
TJxCOAq7aPETraTJ2etgMrVHZW2MQpXs52lHqsrVDek=,20170315,1,0,1,1,39,8,3101.647
MZvcJT+6RXpSsef34+9BOreyVa2IGc88Xlf+E6AjSEU=,20170322,14,1,1,0,5,21,2047.24
iku0CMPQz8/+1YglEF6Jq+x7GDOcyYPOX17bsmNLjBQ=,20170312,2,0,0,1,13,14,3515.638
0ghDc/mPiu7y2NOW+a2uI1+ywlOqEaEmnjzLq9lNdLc=,20170304,3,0,3,0,49,33,12358.891
Cq/tRh5XQuCfKOhONXdJqkUDq+SOEk7CmmBO6+LfcNs=,20170305,3,0,0,0,7,8,1969.437
kCvPWhv3hfe0WJeyYxAdqQfJeTkaDSydLp2C0LdUabo=,20170311,15,2,2,2,14,31,5005.495
yULTSxHsJ2JEJv10UCkPAvoipLAzWxd4B89a1HPu23g=,20170313,0,0,0,0,31,16,6550.257
PdyBPYa82bilTkyyPfu1j7El+fTwtMmQjpXsNqW+d44=,20170330,0,0,0,0,7,3,1878
J8LRS75vhU/FQi+ULc1ufCjDc8P+87vOog1jHlOyptM=,20170322,0,0,1,0,5,6,1530.061
Tha3Dm2s/H53pdKk8mlN3KfAvuZCvnN38pYDoDRgnNk=,20170307,2,0,0,0,0,2,0.815
Y1lo8Paw5+k5lq6DrkvrJUymxrnY9e/oLlJIpcy49nk=,20170301,3,2,0,1,114,8,30310.233
Q7K1XtNOA532gNB8R9SJ+UoHHGsppX94c4bIi6p/D1Y=,20170327,0,0,0,0,14,14,3372
XD3BT0EhZSa5uSOGZT7K5foYvphnjTfGZMl3AuKBtLE=,20170315,1,0,0,1,9,3,2984.665
bZj/13UNOvCgeHIJmdU/dmEVFTA+f9+jEwzr1/bjEac=,20170331,4,0,0,2,8,8,2602.969
ZS/5Cm2DktQMKXzF93p7qFK+6RkXlGtLjpZ/PiX/bcE=,20170318,0,0,0,1,2,3,711.584
RX2q/mkuPXZOb6RcyAlej20o7DV11fsq1Lim/v2fS4k=,20170330,0,0,0,0,19,19,4062.879
nI+Rq7Gm84+imXCmDCLJwNY1lcyQn31ViBW2RV2yq08=,20170330,0,0,0,0,7,7,1593.328
/Kx+eG3lcU94OdRPoYgJyhgCxVbJxiUMM6TdgTVVSAo=,20170308,1,0,0,0,14,1,2890.048
YyeGDQe21kNA+b7c0aG2QnYsosyT3XiDS1Vl7yX89Bc=,20170309,6,1,0,1,11,17,2885.735
IW6zcUKqq9jxy+BUt9LLnaDLaOWgtyA9t/kdQ8MOpDE=,20170311,0,0,0,0,11,1,2797.344
olNHEwypWjzdJQ4tOodM23zD1nFS+uyvAE35iPUw9tA=,20170327,0,0,0,0,5,5,1320.906
X7WVbhO1E52yV2OB3PF+Nwe9n3Xt4eha3xM2y2kmkh4=,20170325,4,0,1,0,10,11,2302.565
1EJ2IxCr9WxF7/42l3CvqFiZLrOVHjVyaUGjI3XTnOI=,20170308,0,1,0,0,1,2,296.768
jY32hXs3kjoDgj2Xwv8QMgcYJ7Jp71Skle21+X/0MLg=,20170322,0,0,0,0,11,1,3611.366
EtFYgfJQjlWhgFx/3mb16urdE5l7J0pwHscjvvTZgSk=,20170302,0,0,0,0,6,6,1643.83
rWdoYpwpTW8OX1uUNOuaXCUJ6u3tIt85oWVfiGipR3k=,20170329,0,0,0,0,4,4,1063.965
1swVu+haRwCLwaRczabL24mX80Qmr+YQsDFkv8bbm4U=,20170321,0,0,2,0,5,7,1323.01
6t7fZPRmvt1ZGCOMcUFgZDda/eyKKUjRhTlkYlr4GpE=,20170326,1,0,0,0,7,7,1549.41
xDj4v/23/Fo6PpQaMpFUzsFQ71JAUh0RNNnRbYalzpA=,20170307,1,0,0,1,2,2,733.222
7sNpQVTChyRKxqL9sG78xwGnuUKtKyDSJWwT61ucpso=,20170329,1,1,0,0,14,16,3444.096
+6tWsSpqdEUG+u1aQ2cVurH4EptUykJoeYZKm3iJObc=,20170325,0,2,0,0,0,2,232.854
+qLWC6Qn6B9zPVxk20Oary9nvZPHkyFKApBF9f3bipI=,20170304,0,0,0,0,1,1,247.64
ZLn7n8BvzUvMNQxv4ABVTrf1U9hh/ksDzN0vUAii2/E=,20170316,5,3,2,1,17,19,4993.282
QaAHsJAPRlG9/wNbsAWHlWe2uCzZhOKzas2IAIn/Trk=,20170317,10,1,0,1,7,5,2303.729
BnfyTA8LBTDFnLKXKIeC/fOQttdwPzQ7Jl2EpRK4Dz0=,20170328,0,0,0,1,6,4,1786.852
naq6c7oGhyF3ffkZxsqj8IkKIIzpkyy4h9DqwSFuyfY=,20170319,0,0,1,0,0,1,148.225
SjrXhVq6uzhd6NA+XXdRBkn2BI5yRlpV+RvwJO9v32g=,20170322,0,0,1,1,5,7,1799.343
lj6LxLVEcflzWTvN5Na/5tacdB+R6WFLiKdpau4Qxus=,20170326,1,0,1,1,3,4,1179.238
wCKZKnIweZDHSHzxe9n1zt0k8exKpoIN2wCiaI1Or2w=,20170302,1,0,0,0,0,1,23.06
or0A4dl5DJAhqkVIqmMoEqNE/VFkXWSE50hG5A7B6Gc=,20170331,2,0,1,0,16,3,3905.036
oY5iOUNrizbi8qDdLq5bED2WpQMVPldlSye8xqrWNZU=,20170307,0,0,1,0,6,5,1351.912
KojfNQSAhAuKj1XZOJLJS79CQ00/1cL6NfJyEFSeKsQ=,20170326,1,0,0,0,9,10,2318.879
P3xkxeBqRn6z+EnDQISHjkohmDeoK9AYB1tDiWkSWNA=,20170321,0,0,0,0,4,4,969.67
gCvZFfAbnsX/8uED50ZlNaejr5za0oNiy4I6DZkyvTE=,20170305,0,0,0,0,3,3,821
1dN9jFK4zweYPqftxax3jje1k+T0GlFRH9QsqAnc8rs=,20170330,0,0,0,0,4,4,1205.915
IN76OUHxRD7/n79mSS+CajiR0F+g1kTqDbsW9gh8PBc=,20170313,0,0,0,0,5,5,1340.513
E/0zDFSvWuHRnSCKZZfhsFgSIn3dx9Fp59sBxeWHjQA=,20170309,0,0,0,0,7,3,2020.762
hqgC61HhJF1ruX1nbPc096mNblxZeWpCpoo4RBmkJsg=,20170324,0,0,0,0,3,2,644.852
Sg0gSN/Kucla4Xv0DTp8zaAW/Bt9HZSHchcBMLJ6gUk=,20170327,2,0,1,2,6,5,1977.806
DNRqjFpu1YeW01MXXIHGqf/L2kZX/sovZybgBbzrOYY=,20170304,0,0,0,0,3,3,624.981
7pHA47HMVkoUA/CoNB/aOhBqLCdWtpHDZSeBANBu5bg=,20170307,2,0,0,0,0,2,5.339
h739+56Jrx8pSpzpkUbQm3TbbBnowGHvQdlDbEfoeb0=,20170316,0,0,0,0,4,4,857.597
MIDil420QnH/9e/OBPY0pkyjw2NeYg+Od8FUm9jDfjQ=,20170324,0,0,0,0,2,2,534.491
M7AUPdCAT68y4MJOjtyvA+/8xJckJZsNhE6PE5H1Ri0=,20170330,0,0,0,1,1,1,437.272
1LznZVnesGF2qULMcw3h3xuh2+SPhJILp2lN1akYcsg=,20170312,0,0,0,2,3,4,1170.351
jkD7IesXx+4G+oqN1qND1Tn4f65Ur+jTNr8zxkAoz44=,20170330,0,0,0,0,6,6,1275
rqaIWQevC4AbIu0UVDYdGpI4UPPEwFwLFSokHhiUJ1A=,20170308,0,0,0,0,5,2,1272.824
FPk7ggwmB1QUF+eci2qWfw9Mw6tpXpmZduX3OxCzuMM=,20170322,0,0,0,0,17,1,3228.963
vFsvgqeiE4DMN6M3EHfCqScfD79r5ZvXRB1RlzpXPN0=,20170305,0,0,0,0,7,1,1777.37
V/qsMaahUH5KzEo5VW1gvalvqqnF8npNe8LHyNckwpo=,20170319,4,0,1,1,3,4,1311.897
D+HrvQ2SGHp79lT498BZDd0E5Vk2IipuI0CoGxwi+oo=,20170318,0,1,0,0,1,2,408.607
r8nBj+pF1kxUBeZg+p+/1N55cNIz9ShiqDY2JFhn8Ns=,20170310,0,0,0,0,36,1,3420
m/2Xs4M6EgJw22kYzJLeR9nDxv4HgnBJ48Byn+nt0wg=,20170310,1,0,0,0,3,4,646.21
MVBiMFLJ96tRqw/dq814wlzmHSIlj3Ea0Qp00cY2WSU=,20170305,0,0,0,0,1,1,285
xvKTQ10pntk2M2DNTx+M53oRf8Q6UbuTiN7B3LYoKFg=,20170315,0,0,0,0,1,1,230.568
TBuy2R+Vfq6w8dAD6yfFjeeXaav6HjP9G3GXY256Y/E=,20170303,0,0,1,0,2,2,573.843
UXTu487J7GyRUKQSX5AbX8M2/KENmu8d0rhsxMA/ItM=,20170305,0,0,0,0,1,1,1208.088
L29HUN9aWHZ9vqnA43GRuOZ3jl6zekAP1lj/0dKvEuI=,20170312,1,0,0,1,6,1,1488.759
eO55CzplvZvvOiEvdzkqOkj6f9w1ciPxNN9SAbQwvh8=,20170318,0,1,0,0,0,1,84.056
ye1hEYqXg+2ibF5Wm1oxWQAv5q96brAnVx+b8jeTqRA=,20170317,0,0,0,1,1,2,480.922
